"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1869-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","9",",Z","5",",Z","0",",Z","","","2",",Z","0",",Z","20",",Z","5",",Z","0",",Z","0",",Z","","","","","","","-8.3",",Z,22,","","","229",",,Z,01,","21.6",",,Z,12,","12.2",",Z,30,+","","","","","523.6",",Z","64.4",",,,Z","","","384",",,,Z","1.44",",Z","4.17",",,,Z","-1.29",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","8",",Z","6",",Z","2",",Z","","","3",",Z","0",",Z","16",",Z","3",",Z","0",",Z","0",",Z","","","","","","","-8.3",",Z,28,","","","152",",,Z,26,","66.0",",,Z,15,","16.1",",Z,13,","","","","","469.8",",Z","174.5",",,,Z","","","244",",,,Z","1.55",",Z","4.28",",,,Z","-1.18",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","11",",Z","7",",Z","2",",Z","","","0",",Z","0",",Z","19",",Z","3",",Z","0",",Z","0",",Z","","","","","","","-15.6",",Z,01,","","","20",",,Z,06,","29.2",",,Z,30,","15.6",",Z,27,","","","","","509.6",",Z","117.0",",,,Z","","","20",",,,Z","1.89",",Z","5.47",",,,Z","-1.68",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.9","Z","0.9",",Z","8",",Z","4",",Z","0",",Z","","","0",",Z","0",",Z","2",",Z","0",",Z","5",",Z","0",",Z","","","","","","","-1.1",",Z,04,","","","0",",,Z,30,+","10.9",",,Z,02,","24.4",",Z,19,","","","","","253.3",",Z","35.2",",,,Z","","","0",",,,Z","9.92",",Z","13.09",",,,Z","6.74",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","13",",Z","11",",Z","0",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","","","0",",,Z,31,+","22.1",",,Z,19,","","","","","","","","","105.5",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","92.1","1,Z","15",",Z","7",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0","1,Z","20","1,Z","0","1,Z","","","","","","","12.2",",Z,10,","","","0",",,Z,30,+","38.9",",,Z,21,","30.6","1,Z,28,","","","","","19.2","1,Z","111.8",",,,Z","","","0",",,,Z","20.81","1,Z","23.41","1,,,Z","18.21",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","138.4","1,Z","11",",Z","8",",Z","0",",Z","","","0",",Z","0",",Z","0",",Z","0","1,Z","29","1,Z","1","1,Z","","","","","","","16.7",",Z,30,+","","","0",",,Z,31,+","16.3",",,Z,21,","33.3","1,Z,16,","","","0.0","Z","0.0","1,Z","81.4",",,,Z","","","0",",,,Z","22.92","1,Z","25.65","1,,,Z","20.18",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","121.1",",Z","6",",Z","4",",Z","0",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","27",",Z","2",",Z","","","","","","","13.3",",Z,06,","","","0",",,Z,31,+","16.0",",,Z,13,","35.0",",Z,21,","","","4.8","Z","4.8",",Z","44.7",",,,Z","","","0",",,,Z","22.08",",Z","25.16",",,,Z","19.01",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","43.1",",Z","8",",Z","4",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","20",",Z","0",",Z","","","","","","","7.8",",Z,28,","","","0",",,Z,30,+","34.3",",,Z,27,","30.0",",Z,20,","","","37.5","Z","32.7",",Z","71.4",",,,Z","","","0",",,,Z","18.68",",Z","21.49",",,,Z","15.87",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","0.9",",Z","10",",Z","6",",Z","3",",Z","","","0",",Z","0",",Z","3",",Z","0",",Z","5",",Z","0",",Z","","","","","","","-1.1",",Z,27,+","","","0",",,Z,31,+","52.3",",,Z,04,","23.3",",Z,01,","","","279.1","Z","241.6",",Z","164.8",",,,Z","","","0",",,,Z","10.57",",Z","14.10",",,,Z","7.03",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","0.0",",Z","8",",Z","4",",Z","0",",Z","","","0",",Z","0",",Z","9",",Z","0",",Z","0",",Z","0",",Z","","","","","","","-3.3",",Z,25,","","","0",",,Z,30,+","22.9",",,Z,17,","16.1",",Z,04,","","","685.8","Z","406.7",",Z","51.7",",,,Z","","","0",",,,Z","4.78",",Z","7.61",",,,Z","1.95",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1869-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","0.0",",Z","13",",Z","7",",Z","2",",Z","","","1",",Z","0",",Z","20",",Z","3",",Z","0",",Z","0",",Z","","","","","","","-10.0",",Z,07,","","","127",",,Z,06,","29.0",",,Z,26,","16.7",",Z,01,","","","1205.9","Z","520.1",",Z","127.5",",,,Z","","","135",",,,Z","1.56",",Z","4.92",",,,Z","-1.80",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0","2,Z","13",",Z","7",",Z","2",",Z","","","1",",Z","0","1,Z","18","1,Z","2","1,Z","0","1,Z","0","1,Z","","","","","","","-8.3","1,Z,09,","","","25",",,Z,08,","33.8",",,Z,25,","14.4","1,Z,23,","","","1644.5","Z","438.6","1,Z","112.0",",,,Z","","","28",",,,Z","3.19","2,Z","6.67","1,,,Z","-0.30","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0","2,Z","8",",Z","6",",Z","0",",Z","","","2",",Z","0","1,Z","26","1,Z","5","1,Z","0","1,Z","0","1,Z","","","","","","","-12.2","1,Z,22,","","","203",",,Z,08,","20.8",",,Z,08,","11.1","1,Z,18,","","","2136.3","Z","491.8","1,Z","72.0",",,,Z","","","236",",,,Z","-0.62","2,Z","3.03","1,,,Z","-4.27","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","11",",Z","5",",Z","1",",Z","","","2",",Z","0",",Z","23",",Z","7",",Z","0",",Z","0",",Z","","","","","","","-7.2",",Z,17,+","","","152",",,Z,07,","28.7",",,Z,27,","13.3",",Z,21,","","","2660.6","Z","524.3",",Z","84.6",",,,Z","","","244",",,,Z","1.42",",Z","4.44",",,,Z","-1.59",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.6","Z","0.6","2,Z","12",",Z","10",",Z","0",",Z","","","1",",Z","0","1,Z","0","1,Z","0","1,Z","4","1,Z","0","1,Z","","","","","","","0.6","1,Z,05,+","","","64",",,Z,04,","23.4",",,Z,02,","26.7","1,Z,28,","","","2888.6","Z","228.0","1,Z","129.8",",,,Z","","","64",",,,Z","10.33","2,Z","14.48","1,,,Z","6.19","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","22.1","Z","21.5",",Z","12",",Z","8",",Z","0",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","13",",Z","0",",Z","","","","","","","7.8",",Z,11,","","","0",",,Z,31,+","11.7",",,Z,10,","30.0",",Z,16,","","","2981.0","Z","92.4",",Z","46.4",",,,Z","","","0",",,,Z","16.05",",Z","19.86",",,,Z","12.23",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","160.7","Z","138.6","2,Z","13",",Z","6",",Z","1",",Z","","","0",",Z","0","1,Z","0","1,Z","0","1,Z","27","1,Z","4","1,Z","","","","","","","13.3","1,Z,11,","","","0",",,Z,30,+","26.7",",,Z,10,","34.4","1,Z,28,+","","","2983.8","Z","2.8","1,Z","71.7",",,,Z","","","0",",,,Z","23.01","2,Z","27.04","1,,,Z","18.98","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","368.0","Z","207.3",",Z","8",",Z","6",",Z","2",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","7",",Z","","","","","","","15.0",",Z,03,","","","0",",,Z,31,+","39.4",",,Z,28,","33.9",",Z,25,+","","","1.9","Z","1.9",",Z","95.6",",,,Z","","","0",",,,Z","24.96",",Z","28.78",",,,Z","21.14",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","541.5","Z","173.5",",Z","8",",Z","6",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","2",",Z","","","","","","","14.4",",Z,27,","","","0",",,Z,31,+","29.5",",,Z,11,","32.2",",Z,25,+","","","1.9","Z","0.0",",Z","78.1",",,,Z","","","0",",,,Z","23.93",",Z","27.91",",,,Z","19.95",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","600.2","Z","58.7",",Z","3",",Z","2",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","26",",Z","0",",Z","","","","","","","11.1",",Z,12,","","","0",",,Z,30,+","41.4",",,Z,30,","29.4",",Z,25,+","","","8.2","Z","6.3",",Z","64.0",",,,Z","","","0",",,,Z","20.08",",Z","24.32",",,,Z","15.84",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","603.5","Z","3.3",",Z","11",",Z","6",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","6",",Z","0",",Z","","","","","","","0.6",",Z,27,","","","0",",,Z,31,+","48.5",",,Z,12,","24.4",",Z,01,","","","157.4","Z","149.2",",Z","126.2",",,,Z","","","0",",,,Z","13.63",",Z","17.38",",,,Z","9.88",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","603.5","Z","0.0","2,Z","7",",Z","5",",Z","1",",Z","","","0",",Z","0","1,Z","3","1,Z","0","1,Z","0","1,Z","0","1,Z","","","","","","","-1.7","1,Z,19,","","","0",",,Z,30,+","35.3",",,Z,22,","19.4","1,Z,09,","","","447.9","Z","290.5","1,Z","61.5",",,,Z","","","0",",,,Z","7.79","2,Z","11.64","1,,,Z","3.94","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1870-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","603.5","Z","0.0","2,Z","7",",Z","4",",Z","1",",Z","","","0",",Z","0","1,Z","17","1,Z","9","1,Z","0","1,Z","0","1,Z","","","","","","","-12.2","1,Z,30,","","","0",",,Z,31,+","28.2",",,Z,12,","13.9","1,Z,04,","","","930.3","Z","482.4","1,Z","55.4",",,,Z","","","0",",,,Z","1.52","2,Z","4.52","1,,,Z","-1.48","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0","2,Z","12",",Z","6",",Z","0",",Z","","","3",",Z","1","1,Z","28","1,Z","11","1,Z","0","1,Z","0","1,Z","","","","","","","-17.8","1,Z,23,","","","229",",,Z,27,","18.3",",,Z,26,","10.0","1,Z,16,+","","","1524.3","Z","594.0","1,Z","52.6",",,,Z","","","404",",,,Z","-2.24","2,Z","1.70","1,,,Z","-6.19","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","9",",Z","7",",Z","0",",Z","","","2",",Z","1",",Z","21",",Z","9",",Z","0",",Z","0",",Z","","","","","","","-17.8",",Z,06,","","","178",",,Z,14,","24.1",",,Z,18,","11.7",",Z,25,","","","2062.7","Z","538.4",",Z","69.6",",,,Z","","","308",",,,Z","-0.89",",Z","3.15",",,,Z","-4.94",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","18",",Z","14",",Z","1",",Z","","","0",",Z","0",",Z","4",",Z","0",",Z","0",",Z","0",",Z","","","","","","","-0.6",",Z,29,","","","3",",,Z,04,","50.0",",,Z,21,","18.3",",Z,19,","","","2423.0","Z","360.3",",Z","140.7",",,,Z","","","3",",,,Z","6.71",",Z","10.75",",,,Z","2.67",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","5.9","Z","5.9","2,Z","11",",Z","6",",Z","1",",Z","","","1",",Z","0","1,Z","0","1,Z","0","1,Z","5","1,Z","0","1,Z","","","","","","","0.6","1,Z,06,+","","","51",",,Z,02,","25.9",",,Z,27,","29.4","1,Z,08,","","","2621.9","Z","198.9","1,Z","77.2",",,,Z","","","51",",,,Z","11.49","2,Z","16.46","1,,,Z","6.53","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","34.5","Z","28.6",",Z","7",",Z","7",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","17",",Z","1",",Z","","","","","","","5.0",",Z,14,","","","0",",,Z,31,+","33.8",",,Z,05,","33.3",",Z,30,","","","2731.6","Z","109.7",",Z","102.7",",,,Z","","","0",",,,Z","15.72",",Z","20.71",",,,Z","10.73",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","106.1","Z","71.6",",Z","10",",Z","9",",Z","2",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","2",",Z","","","","","","","12.2",",Z,30,+","","","0",",,Z,30,+","59.2",",,Z,18,","32.2",",Z,04,+","","","2735.2","Z","3.6",",Z","179.1",",,,Z","","","0",",,,Z","20.60",",Z","25.24",",,,Z","15.96",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","243.0","Z","136.9",",Z","20",",Z","13",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","1",",Z","","","","","","","13.9",",Z,01,","","","0",",,Z,31,+","38.1",",,Z,16,","32.8",",Z,13,","","","1.1","Z","1.1",",Z","141.5",",,,Z","","","0",",,,Z","22.71",",Z","26.88",",,,Z","18.55",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","405.5","Z","162.5",",Z","12",",Z","11",",Z","2",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","0",",Z","","","","","","","13.3",",Z,20,","","","0",",,Z,31,+","27.4",",,Z,25,","31.7",",Z,27,+","","","1.1","Z","0.0",",Z","142.2",",,,Z","","","0",",,,Z","23.57",",Z","27.51",",,,Z","19.64",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","426.3","Z","20.8",",Z","5",",Z","3",",Z","2",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","13",",Z","0",",Z","","","","","","","4.4",",Z,21,","","","0",",,Z,30,+","27.2",",,Z,26,","28.3",",Z,06,+","","","90.0","Z","88.9",",Z","59.5",",,,Z","","","0",",,,Z","16.06",",Z","20.41",",,,Z","11.72",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","426.6","Z","0.3",",Z","9",",Z","6",",Z","3",",Z","","","0",",Z","0",",Z","1",",Z","0",",Z","8",",Z","0",",Z","","","","","","","-0.6",",Z,21,","","","0",",,Z,31,+","68.6",",,Z,06,","24.4",",Z,23,","","","257.8","Z","167.8",",Z","190.4",",,,Z","","","0",",,,Z","12.93",",Z","17.36",",,,Z","8.49",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","426.6","Z","0.0",",Z","9",",Z","7",",Z","1",",Z","","","0",",Z","0",",Z","13",",Z","3",",Z","0",",Z","0",",Z","","","","","","","-9.4",",Z,30,+","","","8",",,Z,29,","28.7",",,Z,14,","19.4",",Z,01,","","","694.2","Z","436.4",",Z","93.1",",,,Z","","","8",",,,Z","3.79",",Z","7.46",",,,Z","0.12",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1871-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","426.6","Z","0.0",",Z","15",",Z","8",",Z","0",",Z","","","1",",Z","1",",Z","28",",Z","10",",Z","0",",Z","0",",Z","","","","","","","-18.9",",Z,21,","","","76",",,Z,19,","18.0",",,Z,23,","12.8",",Z,23,","","","1313.9","Z","619.7",",Z","57.0",",,,Z","","","99",",,,Z","-1.66",",Z","1.74",",,,Z","-5.05",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","6",",Z","4",",Z","0",",Z","","","1",",Z","0",",Z","25",",Z","11",",Z","0",",Z","0",",Z","","","","","","","-13.9",",Z,30,+","","","33",",,Z,28,","19.1",",,Z,03,","10.0",",Z,13,","","","1931.7","Z","617.8",",Z","47.8",",,,Z","","","49",",,,Z","-1.60",",Z","1.95",",,,Z","-5.15",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0","2,Z","6",",Z","2",",Z","0",",Z","","","1",",Z","0","1,Z","24","1,Z","7","1,Z","0","1,Z","0","1,Z","","","","","","","-12.2","1,Z,15,","","","76",",,Z,03,","18.8",",,Z,13,","13.9","1,Z,24,","","","2452.8","Z","521.1","1,Z","32.7",",,,Z","","","76",",,,Z","-0.83","2,Z","3.79","1,,,Z","-5.46","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","11",",Z","5",",Z","3",",Z","","","1",",Z","0",",Z","26",",Z","5",",Z","0",",Z","0",",Z","","","","","","","-16.1",",Z,05,","","","51",",,Z,12,","57.2",",,Z,25,","16.7",",Z,29,","","","3039.7","Z","586.9",",Z","133.4",",,,Z","","","78",",,,Z","-0.60",",Z","3.94",",,,Z","-5.14",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","3.3","Z","3.3",",Z","9",",Z","6",",Z","1",",Z","","","0",",Z","0",",Z","4",",Z","0",",Z","3",",Z","0",",Z","","","","","","","-1.7",",Z,23,","","","0",",T,Z,15,","28.7",",,Z,07,","28.3",",Z,26,","","","3298.5","Z","258.8",",Z","58.1",",,,Z","","","0",",T,,Z","9.82",",Z","14.97",",,,Z","4.66",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","26.3","Z","23.0",",Z","9",",Z","6",",Z","0",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","20",",Z","0",",Z","","","","","","","5.0",",Z,05,","","","0",",,Z,31,+","19.3",",,Z,30,","31.7",",Z,10,","","","3374.0","Z","75.5",",Z","68.1",",,,Z","","","0",",,,Z","16.64",",Z","21.51",",,,Z","11.77",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","152.7","Z","126.4",",Z","11",",Z","7",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","26",",Z","5",",Z","","","","","","","11.1",",Z,05,+","","","0",",,Z,30,+","25.4",",,Z,25,","33.9",",Z,30,","","","3386.2","Z","12.2",",Z","74.6",",,,Z","","","0",",,,Z","22.14",",Z","26.89",",,,Z","17.39",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","374.3","Z","221.6",",Z","12",",Z","8",",Z","4",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","7",",Z","","","","","","","16.7",",Z,31,","","","0",",,Z,31,+","73.9",",,Z,26,","35.6",",Z,02,","","","0.0","Z","0.0",",Z","198.9",",,,Z","","","0",",,,Z","25.48",",Z","29.82",",,,Z","21.15",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","572.0","Z","197.7",",Z","13",",Z","10",",Z","2",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","7",",Z","","","","","","","11.7",",Z,31,","","","0",",,Z,31,+","47.5",",,Z,30,","33.9",",Z,22,+","","","3.9","Z","3.9",",Z","159.8",",,,Z","","","0",",,,Z","24.59",",Z","28.61",",,,Z","20.56",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","628.8","Z","56.8",",Z","9",",Z","7",",Z","0",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","19",",Z","1",",Z","","","","","","","8.3",",Z,04,","","","0",",,Z,30,+","22.9",",,Z,27,","33.9",",Z,08,","","","36.9","Z","33.0",",Z","75.0",",,,Z","","","0",",,,Z","19.13",",Z","22.88",",,,Z","15.37",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","631.8","Z","3.0",",Z","12",",Z","6",",Z","1",",Z","","","0",",Z","0",",Z","0",",Z","0",",Z","3",",Z","0",",Z","","","","","","","2.2",",Z,20,","","","0",",,Z,31,+","39.6",",,Z,26,","24.4",",Z,06,","","","240.6","Z","203.7",",Z","85.0",",,,Z","","","0",",,,Z","11.86",",Z","15.58",",,,Z","8.14",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","631.8","Z","0.0",",Z","10",",Z","8",",Z","1",",Z","","","2",",Z","0",",Z","9",",Z","1",",Z","0",",Z","0",",Z","","","","","","","-10.0",",Z,30,","","","64",",,Z,29,","40.9",",,Z,07,","15.6",",Z,12,","","","633.5","Z","392.9",",Z","103.6",",,,Z","","","89",",,,Z","5.24",",Z","8.71",",,,Z","1.76",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1872-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","631.8","Z","0.0",",Z","10",",Z","7",",Z","1",",Z","","","6",",Z","0",",Z","29",",Z","12",",Z","0",",Z","0",",Z","","","","","","","-15.6",",Z,25,+","","","457",",,Z,26,","35.1",",,Z,20,","9.4",",Z,15,","","","1293.8","Z","660.3",",Z","80.9",",,,Z","","","680",",,,Z","-2.97",",Z","0.60",",,,Z","-6.54",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1873-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","Z","0.0",",Z","15",",Z","9",",Z","1",",Z","","","2",",Z","2",",Z","31",",Z","13",",Z","0",",Z","0",",Z","","","","","","","-18.3",",Z,30,","","","152",",,Z,27,","34.8",",,Z,05,","12.2",",Z,17,","","","1942.2","Z","648.4",",Z","135.8",",,,Z","","","270",",,,Z","-2.58",",Z","1.95",",,,Z","-7.12",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
